Soort;Code;Naam;Omschrijving;Begindatum;Einddatum;Parent;Informatiedomein
EENHEIDISOLATIE;HR2;HR++ glas;Dit is dubbelglas heeft een spouw die gevuld is met gas, meestal argon.;;19-04-2024;;;Vastgoed
EENHEIDISOLATIE;HR3;HR+++ glas;Dit is driedubbel glas met twee spouwen gevuld met gas.;;19-04-2024;;;Vastgoed
EENHEIDISOLATIE;ECO;Eco-bouw;Ecologische, duurzame bouw;;;;Vastgoed
EENHEIDISOLATIE;GDG;Gedeeltelijk dubbel glas;;;;;Vastgoed
EENHEIDISOLATIE;MUU;Muurisolatie;;;;;Vastgoed
EENHEIDISOLATIE;VLO;Vloerisolatie;;;;;Vastgoed
EENHEIDISOLATIE;VOL;Volledig geïsoleerd;;;;;Vastgoed
EENHEIDKLIMAATBEHEERSING;AIR;Airco;Een airconditioner (airco) is een apparaat dat de luchttemperatuur en vochtigheid in een ruimte regelt voor comfortabele omstandigheden. Het werkt door warme lucht uit de ruimte te verwijderen, te koelen via een koelmiddel zoals freon, en vervolgens gekoelde lucht terug te blazen om de gewenste temperatuur te handhaven. Dit kan zowel individueel als collectief georganiseerd zijn.;;;;Vastgoed
EENHEIDKLIMAATBEHEERSING;BLO;Blokverwarming;Blokverwarming is een centraal verwarmingssysteem dat wordt gebruikt in gebouwen met meerdere woningen. In plaats van individuele cv-ketels hebben alle woningen een gemeenschappelijke warmtebron, meestal een centrale ketelinstallatie. Warm water wordt via leidingen naar radiatoren in elke woning gestuurd om de ruimtes te verwarmen.;;;EENHEIDKLIMAATBEHEERSINGSOORT.COL;Vastgoed
EENHEIDKLIMAATBEHEERSING;CEV;Centrale verwarming;Centrale verwarming is een systeem waarbij warmte wordt geproduceerd op één centrale locatie, meestal een ketel, en vervolgens via leidingen naar verschillende ruimtes in een gebouw wordt verspreid. Dit wordt vaak gedaan door radiatoren, vloerverwarming of convectoren, waardoor een gelijkmatige warmteverdeling door het hele gebouw wordt bereikt. Dit kan zowel individueel als collectief georganiseerd zijn.;;;;Vastgoed
EENHEIDKLIMAATBEHEERSING;GAS;Gaskachels;Een gaskachel is een verwarmingstoestel dat werkt op aardgas of propaan. Het bevat een brander die gas verbrandt om warmte te produceren, waardoor de omgevingstemperatuur wordt verhoogd voor comfort in een ruimte.;;;EENHEIDKLIMAATBEHEERSINGSOORT.IND;Vastgoed
EENHEIDKLIMAATBEHEERSING;HKA;Houtkachel;Een houtkachel is een verwarmingstoestel dat brandt op hout als brandstof. Het heeft een vuurhaard waarin hout wordt verbrand om warmte te genereren, waardoor een ruimte wordt verwarmd voor comfort.;;;EENHEIDKLIMAATBEHEERSINGSOORT.IND;Vastgoed
EENHEIDKLIMAATBEHEERSING;MUU;Muurverwarming;Muurverwarming is een verwarmingssysteem waarbij warmte wordt gegenereerd door leidingen die in de muren zijn ingebed. Warm water stroomt door deze leidingen, waardoor de muren warmte afgeven en de ruimte gelijkmatig verwarmen.;;;EENHEIDKLIMAATBEHEERSINGSOORT.IND;Vastgoed
EENHEIDKLIMAATBEHEERSING;MVE;Mechanische ventilatie;Mechanische ventilatie is een systeem dat wordt gebruikt om verse lucht in gebouwen te brengen en vervuilde lucht af te voeren. Het maakt gebruik van ventilatoren om luchtstromen te creëren en te reguleren voor een gezond binnenklimaat. Dit kan zowel individueel als collectief georganiseerd zijn.;;;;Vastgoed
EENHEIDKLIMAATBEHEERSING;OHA;Open haard;Een open haard is een vuurplaats in een huis met een opening waarin hout of andere brandbare materialen worden verbrand. Het biedt warmte, sfeer en soms ook kookmogelijkheden.;;;EENHEIDKLIMAATBEHEERSINGSOORT.IND;Vastgoed
EENHEIDKLIMAATBEHEERSING;STV;Stadsverwarming;Stadsverwarming is een systeem waarbij warmte wordt geproduceerd op één centrale locatie, meestal een energiecentrale, en vervolgens via een netwerk van leidingen naar huizen en bedrijven in een stad wordt getransporteerd. De warmte wordt gebruikt voor ruimteverwarming, tapwaterverwarming en soms ook voor industriële processen, wat bijdraagt aan energie-efficiëntie.;;;EENHEIDKLIMAATBEHEERSINGSOORT.COL;Vastgoed
EENHEIDKLIMAATBEHEERSING;ONV;Onverwarmd;;22-3-2024;;;Vastgoed
EENHEIDKLIMAATBEHEERSING;VLV;Vloerverwarming;Vloerverwarming is een verwarmingssysteem waarbij warmte wordt afgegeven via leidingen onder de vloer. Warm water stroomt door deze leidingen, waardoor de vloer wordt verwarmd en de warmte gelijkmatig wordt verspreid in de ruimte.;;;EENHEIDKLIMAATBEHEERSINGSOORT.IND;Vastgoed
EENHEIDKLIMAATBEHEERSING;VOL;Volledig Elektrisch;Volledig elektrische klimaatbeheersing;;;EENHEIDKLIMAATBEHEERSINGSOORT.IND;Vastgoed
EENHEIDKLIMAATBEHEERSING;WAC;Warmtepomp CV;Warmtepomp i.c.m. CV-ketel voor verwarming en warm water. Ook wel een hybride waterpomp genoemd. Dit kan zowel individueel als collectief georganiseerd zijn.;;;;Vastgoed
EENHEIDKLIMAATBEHEERSING;WAR;Warmtepomp;Volledig elektrische warmtepomp voor verwarming en warm water. Dit kan zowel individueel als collectief georganiseerd zijn.;;;;Vastgoed
EENHEIDKLIMAATBEHEERSING;WKO;Warmte- koudeopslaginstallatie;Een warmte-koudeopslaginstallatie (WKO) is een duurzaam verwarmingssysteem dat warmte in de zomer uit een gebouw haalt en opslaat in de grond, om het in de winter weer te gebruiken voor verwarming. Er is altijd sprake een (bodem-)waterpomp Dit kan zowel individueel als collectief georganiseerd zijn.;;;;Vastgoed
EENHEIDKLIMAATBEHEERSING;WTW;Warmteterugwinsysteem;Een warmteterugwinsysteem (WTW) is een installatie die de warmte uit afgevoerde lucht recupereert en gebruikt om de binnenkomende verse lucht te verwarmen, waardoor energie wordt bespaard en het binnenklimaat wordt verbeterd. Dit kan zowel individueel als collectief georganiseerd zijn.;;;;Vastgoed
EENHEIDKLIMAATBEHEERSINGSOORT;IND;Individueel;;08-03-2024;;;Vastgoed
EENHEIDKLIMAATBEHEERSINGSOORT;COL;Collectief;;08-03-2024;;;Vastgoed
EENHEIDLIGGING;BBK;Buiten bebouwde kom;;;;;Vastgoed
EENHEIDLIGGING;BES;Beschutte ligging;;;;;Vastgoed
EENHEIDLIGGING;BOS;In bosrijke omgeving;;;;;Vastgoed
EENHEIDLIGGING;BRA;Aan bosrand;;;;;Vastgoed
EENHEIDLIGGING;CEN;In centrum;;;;;Vastgoed
EENHEIDLIGGING;DRU;Aan drukke weg;;;;;Vastgoed
EENHEIDLIGGING;LAN;Landelijk gelegen;;;;;Vastgoed
EENHEIDLIGGING;OPE;Open ligging;;;;;Vastgoed
EENHEIDLIGGING;PAR;Aan park;;;;;Vastgoed
EENHEIDLIGGING;RUS;Aan rustige weg;;;;;Vastgoed
EENHEIDLIGGING;VAA;Aan vaarwater;;;;;Vastgoed
EENHEIDLIGGING;VRI;Vrij uitzicht;;;;;Vastgoed
EENHEIDLIGGING;WAT;Aan water;;;;;Vastgoed
EENHEIDLIGGING;WOO;In woonwijk;;;;;Vastgoed
EENHEIDLIGGINGBUITENRUIMTE;NOO;Noord;VERVALLEN;;21-04-2023;;Vastgoed
EENHEIDLIGGINGBUITENRUIMTE;NOS;Noordoost;VERVALLEN;;21-04-2023;;Vastgoed
EENHEIDLIGGINGBUITENRUIMTE;NWE;Noordwest;VERVALLEN;;21-04-2023;;Vastgoed
EENHEIDLIGGINGBUITENRUIMTE;OOS;Oost;VERVALLEN;;21-04-2023;;Vastgoed
EENHEIDLIGGINGBUITENRUIMTE;WES;West;VERVALLEN;;21-04-2023;;Vastgoed
EENHEIDLIGGINGBUITENRUIMTE;ZOO;Zuidoost;VERVALLEN;;21-04-2023;;Vastgoed
EENHEIDLIGGINGBUITENRUIMTE;ZUI;Zuid;VERVALLEN;;21-04-2023;;Vastgoed
EENHEIDLIGGINGBUITENRUIMTE;ZWE;Zuidwest;VERVALLEN;;21-04-2023;;Vastgoed
EENHEIDLIGGINGTUIN;NOO;Noord;VERVALLEN;;12-05-2023;;Vastgoed
EENHEIDLIGGINGTUIN;NOS;Noordoost;VERVALLEN;;12-05-2023;;Vastgoed
EENHEIDLIGGINGTUIN;NWE;Noordwest;VERVALLEN;;12-05-2023;;Vastgoed
EENHEIDLIGGINGTUIN;OOS;Oost;VERVALLEN;;12-05-2023;;Vastgoed
EENHEIDLIGGINGTUIN;WES;West;VERVALLEN;;12-05-2023;;Vastgoed
EENHEIDLIGGINGTUIN;ZOO;Zuidoost;VERVALLEN;;12-05-2023;;Vastgoed
EENHEIDLIGGINGTUIN;ZUI;Zuid;VERVALLEN;;12-05-2023;;Vastgoed
EENHEIDLIGGINGTUIN;ZWE;Zuidwest;VERVALLEN;;12-05-2023;;Vastgoed
EENHEIDMONUMENT;DOR;Beschermd dorpsgezicht;Bij ontwikkelingen binnen een stads- of dorpsgezicht moet rekening gehouden met de cultuurhistorische waarde. Elk beschermd gebied heeft hiervoor een eigen bestemmingsplan. Vergeleken met een gewoon bestemmingsplan is het gedetailleerder en gelden er strengere regels, zowel voor de bebouwde als voor de onbebouwde ruimte. Bovendien is voor een aantal bouwactiviteiten een vergunning nodig.;;;;Vastgoed
EENHEIDMONUMENT;GEM;Gemeentelijk monument;Een gemeente kan besluiten een bijzonder pand op de gemeentelijke monumentenlijst te zetten. Dit gebeurt als een pand geen nationale betekenis heeft, maar wel van plaatselijk of regionaal belang is.;;;;Vastgoed
EENHEIDMONUMENT;PRO;Provinciaal monument;Niet alleen panden, maar ook dijken, grenspalen en gemeente-overschrijdende objecten kunnen deel uitmaken van een provinciale monumentenlijst. De lijst wordt samengesteld door de Provinciale Staten van de provincie. Als een pand op de lijst staat, betekent het dat het pand bescherming geniet vanuit de provincie. Bovendien dient de lijst als basis voor eventuele subsidietoezeggingen. Noord-Holland en Drenthe zijn de enige provincies die provinciale monumenten hebben aangewezen.;;;;Vastgoed
EENHEIDMONUMENT;RIJ;Rijksmonument;Rijksmonumenten zijn gebouwen of andere objecten die om hun nationale cultuurhistorische waarde door de rijksoverheid zijn aangewezen als beschermd monument.;;;;Vastgoed
EENHEIDMONUMENT;STA;Beschermd stadsgezicht;Bij ontwikkelingen binnen een stads- of dorpsgezicht moet rekening gehouden met de cultuurhistorische waarde. Elk beschermd gebied heeft hiervoor een eigen bestemmingsplan. Vergeleken met een gewoon bestemmingsplan is het gedetailleerder en gelden er strengere regels, zowel voor de bebouwde als voor de onbebouwde ruimte. Bovendien is voor een aantal bouwactiviteiten een vergunning nodig.;;;;Vastgoed
EENHEIDMONUMENT;WER;Werelderfgoed;Werelderfgoederen zijn culturele of natuurlijke monumenten die mondiaal gezien uitzonderlijk en onvervangbaar zijn. Alleen als een monument is ingeschreven op de Werelderfgoedlijst van UNESCO mag het de titel Werelderfgoed dragen.;;;;Vastgoed
EENHEIDPRIJSCONDITIE;ESE;Exclusief servicekosten;De vraagprijs is exclusief servicekosten.;;;;Vastgoed
EENHEIDPRIJSCONDITIE;ISE;Inclusief servicekosten;De vraagprijs is inclusief servicekosten.;;;;Vastgoed
EENHEIDPRIJSCONDITIE;IST;Inclusief stookkosten;De vraagprijs is inclusief kosten (voorschot) voor de verwarming van het vastgoed.;;;;Vastgoed
EENHEIDPRIJSCONDITIE;KKO;Kosten Koper;De vraagprijs is op basis van kosten koper. De kosten met betrekking tot de onroerend goed overdracht zijn voor de koper.;;;;Vastgoed
EENHEIDPRIJSCONDITIE;VON;Vrij op naam;De kosten voor de overdracht van de woning zijn voor rekening van de verkoper. Het betreft hier de BTW of overdrachtsbelasting, de kadastrale kosten en de notariskosten voor de transportakte.;;;;Vastgoed
EENHEIDSANITAIR;BAD;Ligbad;;;;;Vastgoed
EENHEIDSANITAIR;DOU;Aparte douche;;;;;Vastgoed
EENHEIDSANITAIR;TOI;Apart toilet;;;;;Vastgoed
EENHEIDSOORT;BED;Bedrijfsruimte;Bedrijfsruimte en winkels;;;;Vastgoed
EENHEIDSOORT;INT;Intramuraal zorgvastgoed;Bij intramuraal zorgvastgoed wordt de bewoners van het gebouw een integraal pakket van zorg met verblijf geboden (op grond van Wet Langdurige Zorg (WLZ) of Zorgverzekeringswet (ZVW) in een beschermde omgeving. De cliënten hebben géén huurcontract en er is dus geen sprake van toewijzing van woonruimte. Het kan bijvoorbeeld gaan om een verpleeg- of verzorgingshuis, instelling voor gehandicapten of instelling voor cliënten met langdurige psychische problemen.;;;;Vastgoed
EENHEIDSOORT;MOG;Maatschappelijk vastgoed;Gebouwen met een maatschappelijke gebruiksbestemming zoals bedoeld in artikel 49 van de Woningwet. Ook wel Maatschappelijk Onroerend goed (MOG).  Voorbeelden zijn buurtcentra, scholen en bibliotheken.;;;;Vastgoed
EENHEIDSOORT;OVE;Overig;Restcategorie voor ligplaatsen, bergingen, bouwkavels, plantsoenen etc.;;;;Vastgoed
EENHEIDSOORT;PAR;Parkeergelegenheid;Parkeergelegenheden, Garage, parkeerplaatsen individueel of collectief;;;;Vastgoed
EENHEIDSOORT;REC;Recreatiebestemming;Vastgoed voor recreatief gebruik (lokale regelgeving) zoals Recreatiewoningen;;;;Vastgoed
EENHEIDSOORT;WOO;Woonruimte;Synoniemen zijn onder andere: wooneenheden,  woongelegenheden (Handboek MVS);;;;Vastgoed
EENHEIDSTATUS;ADM;Administratief;De eenheid wordt geëxploiteerd door een particulier of andere vastgoedbeheerder. De daadwerkelijke status van de eenheid is onbekend in de administratie van de corporatie;;;;Vastgoed
EENHEIDSTATUS;LEE;Leegstand;De eenheid is in exploitatie, maar niet verhuurd. Aansluitende verhuur is niet mogelijk omdat nog geen nieuwe huurder is gevonden of omdat de woning nog niet gereed is voor verhuur;;;;Vastgoed
EENHEIDSTATUS;OND;In onderhoud;VERVALLEN - Gebruik de status Uit Exploitatie, in combinatie met een uit exploitatiereden.;;30-6-2023;;Vastgoed
EENHEIDSTATUS;ONT;In ontwikkeling;De eenheid is (nog) niet in exploitatie omdat deze in ontwikkeling is. Gebruik eventueel een detailstatus om aan te geven in welke fase van het ontwikkelingsproces de eenheid zich bevindt;;;;Vastgoed
EENHEIDSTATUS;UIT;Uit exploitatie;De eenheid is niet (meer) in exploitatie bij de corporatie. Gebruik in combinatie met Uit Exploitatiereden om te verantwoorden met welke reden de eenheid uit exploitatie is.;30-6-2023;;;Vastgoed
EENHEIDSTATUS;VEH;Verhuurd;De eenheid is verhuurd voor bepaalde of onbepaalde duur;;;;Vastgoed
EENHEIDSTATUS;VEK;Verkocht;VERVALLEN - Gebruik de status Uit Exploitatie, in combinatie met een uit exploitatiereden.;;30-6-2023;;Vastgoed
EINDEDETAILREDEN;FAI;Faillissement;Een overeenkomst is beëindigd wegens faillissement;;;EINDEREDEN.ONT;Overeenkomsten
EINDEDETAILREDEN;NOO;Noorderzon;Een overeenkomst is beëindigd omdat de huurder(s) met de noorderzon is (zijn) vertrokken;;;EINDEREDEN.ONT;Overeenkomsten
EINDEDETAILREDEN;ONT;Ontruiming;Een overeenkomst is beëindigd omdat de woning is ontruimd;;;EINDEREDEN.ONT;Overeenkomsten
EINDEDETAILREDEN;OVE;Overlijden;Een overeenkomst is beëindigd wegens overlijden;;;EINDEREDEN.ONT;Overeenkomsten
EINDEDETAILREDEN;REG;Regulier;Er is geen bijzondere aanleiding voor het beëindigen van een overeenkomst, of de reden is niet bekend.;;;EINDEREDEN.OPZ;Overeenkomsten
EINDEDETAILREDEN;TER;Terugkoop;Een overeenkomst is beëindigd wegens terugkoop;;;EINDEREDEN.OPZ;Overeenkomsten
EINDEDETAILREDEN;VER;Verkoop;Een overeenkomst is beëindigd wegens verkoop;;;EINDEREDEN.OPZ;Overeenkomsten
EINDEDETAILREDEN;WIJ;Wijziging tenaamstelling;Een overeenkomst is beëindigd omdat de tenaamstelling is gewijzigd (en is vervangen door een nieuwe overeenkomst);;;EINDEREDEN.OPZ;Overeenkomsten
EINDEDETAILREDEN;WON;Woningruil;Een overeenkomst is beëindigd wegens woningruil;;;EINDEREDEN.OPZ;Overeenkomsten
EINDEREDEN;ONT;Ontbinding;Een overeenkomst wordt of is beëindigd omdat de andere partij haar afspraken onder de overeenkomst niet nakomt.;;;;Overeenkomsten
EINDEREDEN;OPZ;Opzegging;Een overeenkomst wordt of is beëindigd omdat een van de partijen deze opzegt. Dit is alleen mogelijk bij bepaalde benoemde overeenkomsten, zoals een huurovereenkomst of een arbeidsovereenkomst.;;;;Overeenkomsten
EINDEREDEN;VER;Vernietiging;Een overeenkomst wordt of is beëindigd (eventueel met terugwerkende kracht) omdat sprake is van een zogenaamd wilsgebrek (bedreiging, bedrog, dwaling, misbruik van omstandigheden);;;;Overeenkomsten
ENERGIELABEL;A;A;;;;;Vastgoed
ENERGIELABEL;AP;A+;;;;;Vastgoed
ENERGIELABEL;AP3;A+++;;;;;Vastgoed
ENERGIELABEL;AP4;A++++;;;;;Vastgoed
ENERGIELABEL;APP;A++;;;;;Vastgoed
ENERGIELABEL;B;B;;;;;Vastgoed
ENERGIELABEL;C;C;;;;;Vastgoed
ENERGIELABEL;D;D;;;;;Vastgoed
ENERGIELABEL;E;E;;;;;Vastgoed
ENERGIELABEL;F;F;;;;;Vastgoed
ENERGIELABEL;G;G;;;;;Vastgoed
ENERGIEPRESTATIESOORT;COM;Compactheid;De geometrieverhouding (Als/Ag) van de woning: Dit is de verhouding tussen het totale verliesoppervlak van het gebouw (Als) en het gebruiksoppervlak (Ag). Dit is één van de indicatoren die benodigd zijn voor het bepalen van de maximale energieprestatievergoeding (EPV). (https://www.rvo.nl/onderwerpen/wetten-en-regels-gebouwen/standaard-streefwaarden-woningisolatie);22-9-2023;;;Energie
ENERGIEPRESTATIESOORT;EI;Energie-index;De tussen 1-1-2015 en 1-1-2021 afgegeven Energie-Index. Officieel hoort bij een energie-index geen energielabel, maar in de praktijk wordt in de energieprestatie meestal ook een energielabel opgenomen. Dat label is dan afgeleid op basis van een tabel met bandbreedtes voor de energie-index.;6-2-2023;;;Energie
ENERGIEPRESTATIESOORT;EP2;Primair energieverbruik - woningbouw;Het conform NTA8800 berekende jaarlijkse primair (gebouwgebonden) energiegebruik in kWh/m2 gebruiksoppervlak, exclusief eventuele energiemaatregelen op gebiedsniveau (EMG). Dit is de optelsom van de het energieverbruik voor verwarming, koeling, warmtapwaterbereiding, ventilatoren, verlichting en bevochtiging. Dit betreft de EP2 EMG forf. score, waarop het afgegeven energielabel met ingang van 1-1-2021 is gebaseerd. Tevens één van de indicatoren die benodigd zijn voor het bepalen van de maximale energieprestatievergoeding (EPV).;6-2-2023;;;Energie
ENERGIEPRESTATIESOORT;OPG;Opgewekte duurzame elektriciteit;De totale jaarlijkse hoeveelheid opgewekte hoeveelheid duurzame energie door zonnepanelen in kWh/jaar die beschikbaar is voor huishoudelijk gebruik, uitgedrukt in kWh elektrische energie per jaar (kWh_e/jr). Dit is één van de indicatoren die benodigd zijn voor het bepalen van de maximale energieprestatievergoeding (EPV).;22-9-2023;;;Energie
ENERGIEPRESTATIESOORT;VEL;Voorlopig energielabel;Het tot 1-1-2015 door de overheid afgegeven 'Oude' energielabel. Dit is geen officieel energieprestatiecertificaat. Als er een voorlopig energielabel is toegekend zal er geen energie-index of andere waarde bij de energieprestatie horen.;6-2-2023;;;Energie
ENERGIEPRESTATIESOORT;WAR;Warmtebehoefte ruimteverwarming;De volgens de NTA8800 berekende warmtebehoefte voor ruimteverwarming, gegeven het woningtype (ook wel: warmtevraag), uitgedrukt in kWh thermische energie per m2 per jaar (kWh_th/m2/jr). Dit is één van de indicatoren die benodigd zijn voor het bepalen van de maximale energieprestatievergoeding (EPV).;22-9-2023;;;Energie
ENERGIEPRESTATIESTATUS;DEF;Definitief;Een definitieve energieprestatie is een bij de Rijksoverheid afgemelde energieprestatie, wat leidt tot een officieel geldig label.;10-2-2023;;;Energie
ENERGIEPRESTATIESTATUS;VOO;Voorlopig;Een voorlopige energieprestatie wordt ook wel 'pré-label' genoemd en is een op basis van woningkenmerken afgeleide (theoretische) prestatie;10-2-2023;;;Energie
ENERGIEPRESTATIEVERGOEDINGSOORT;BAS;EPV Basis;De maximale EPV geldt voor: een woning die ten minste duurzame energie levert voor het volledige gebouwgebonden gebruik (EGW) of een woning die ten minste duurzame energie levert voor het volledige gebouwgebonden deel (MGW).;22-9-2023;;;Energie
ENERGIEPRESTATIEVERGOEDINGSOORT;HOO;EPV Hoogwaardig;De maximale EPV geldt voor: een woning die ten minste duurzame energie levert voor het volledige gebouwgebonden deel én ten minste 2100 kWh/jaar voor het gebruikersgebonden deel (EGW) of een woning die ten minste duurzame energie levert voor het volledige gebouwgebonden deel én 530 kWh/jaar voor het gebruikersgebonden deel (MGW).;22-9-2023;;;Energie
EXTERNEINCASSOSOORT;DEU;Deurwaarder;;;;;Financiën
EXTERNEINCASSOSOORT;INC;Incassobureau;;;;;Financiën
EXTERNEINCASSOSTATUS;ACT;Actief;;;;;Financiën
EXTERNEINCASSOSTATUS;EIN;Beëindigd;;;;;Financiën
EXTERNEINCASSOSTATUS;NIE;Nieuw;;;;;Financiën
FACTUURBETAALWIJZE;AIN;Automatische incasso;Factuur wordt voldaan middels automatische incasso betaling.;;;;Financiën
FACTUURBETAALWIJZE;CNT;Contant;Factuur word voldaan middels contante betaling;;;;Financiën
FACTUURBETAALWIJZE;ORN;Op rekening;Factuur wordt niet direct voldaan maar op rekening gezet. De rekening wordt (bijv. maandelijks) als 1 factuur aangeboden.;;;;Financiën
FACTUURSOORT;CEX;Credit factuur extern;Credit factuur extern;;;;Financiën
FACTUURSOORT;CIF;Credit factuur intern;Credit factuur intern;;;;Financiën
FACTUURSOORT;DEX;Debet factuur extern;Debet factuur extern;;;;Financiën
FACTUURSOORT;DIF;Debet factuur intern;Debet factuur intern;;;;Financiën
GEBEURTENISSOORT;BSI;Begin situatiepunten;Begin situatiepunten;;;;Woonruimteverdeling
GEBEURTENISSOORT;BST;Begin startpunten;Begin startpunten;;;;Woonruimteverdeling
GEBEURTENISSOORT;GEW;Gewijzigde inschrijving;Gewijzigde inschrijving;;;;Woonruimteverdeling
GEBEURTENISSOORT;GSA;Gewijzigde startpunten;Gewijzigde startpunten;;;;Woonruimteverdeling
GEBEURTENISSOORT;GSI;Gewijzigde situatiepunten;Gewijzigde situatiepunten;;;;Woonruimteverdeling
GEBEURTENISSOORT;INS;Intrekken no-show;Intrekken gebeurtenis niet aanwezig op bevestigde bezichtiging (No-show);;;;Woonruimteverdeling
GEBEURTENISSOORT;IRE;Intrekken reactie;Intrekken reactie met puntenopbouw;;;;Woonruimteverdeling
